Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,, ,,,,,,,,
"by State by City, 2011",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Forcible
rape",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Clemson,34,0,1,3,30,391,77,272,42,0
,Clinton,78,0,3,11,64,381,84,282,15,0
,Clio,2,0,0,0,2,35,8,26,1,0
,Clover,122,1,3,4,114,174,42,121,11,4
,Conway,158,1,11,35,111,887,220,636,31,5
,Cottageville,6,0,0,1,5,23,6,16,1,1
,Coward,0,0,0,0,0,9,2,6,1,0
,Cowpens,9,0,0,0,9,95,27,61,7,0
,Darlington,78,0,5,12,61,514,85,405,24,1
,Denmark,29,0,1,2,26,209,62,140,7,0
,Dillon,135,0,2,30,103,636,149,456,31,2
,Duncan,8,0,2,4,2,84,15,59,10,1
,Easley,107,1,8,10,88,"1,056",164,837,55,1
,Edgefield,7,0,2,1,4,50,7,38,5,0
,Edisto Beach,0,0,0,0,0,78,32,43,3,0
,Ehrhardt,1,0,1,0,0,41,8,31,2,1
,Elgin,5,0,1,3,1,97,8,87,2,0
,Estill,37,0,0,2,35,149,46,99,4,3
,Eutawville,1,0,0,0,1,21,10,11,0,0
,Fairfax,14,1,0,2,11,106,47,53,6,3
,Florence,351,3,16,76,256,"3,230",537,"2,530",163,6
,Forest Acres,80,1,1,31,47,687,188,462,37,3
,Fort Lawn,4,0,0,2,2,56,19,36,1,0
,Fort Mill,55,1,4,5,45,245,43,187,15,5
,Fountain Inn,40,1,1,2,36,182,37,131,14,1
,Gaffney,76,4,10,20,42,444,99,315,30,2
,Gaston,5,0,0,1,4,50,14,35,1,1
,Georgetown,119,0,4,18,97,630,125,476,29,3
,Goose Creek,93,0,7,20,66,857,122,671,64,8
,Great Falls,16,0,2,0,14,104,42,58,4,1
,Greeleyville,12,0,1,0,11,22,5,17,0,0
,Greenville,485,5,22,110,348,"3,495",732,"2,540",223,5
,Greenwood,395,3,11,43,338,"1,703",364,"1,291",48,6
,Greer,99,0,15,12,72,766,118,596,52,4
,Hampton,30,0,1,2,27,161,35,121,5,2
,Hanahan,38,0,0,9,29,502,117,347,38,3
,Hardeeville,33,1,0,16,16,208,45,145,18,0
,Harleyville,7,0,0,1,6,55,12,40,3,0
,Hartsville,104,2,3,23,76,840,205,610,25,6
,Hemingway,7,0,0,0,7,66,9,55,2,0
,Holly Hill,12,0,0,3,9,98,15,80,3,1
,Honea Path,76,1,7,1,67,285,99,172,14,0
,Inman,13,0,2,0,11,78,18,59,1,0
,Irmo,48,1,3,6,38,344,69,262,13,0
,Isle of Palms,6,0,1,1,4,181,39,138,4,0
,Jackson,3,0,0,0,3,50,13,34,3,0
,Jamestown,1,0,0,1,0,0,0,0,0,0
,Johnsonville,8,0,0,1,7,27,12,14,1,0
,Johnston,17,0,1,2,14,59,28,27,4,0
,Kingstree,33,2,3,10,18,234,42,180,12,1
,Lake City,93,0,4,13,76,468,124,320,24,4
,Lake View,9,1,0,4,4,44,12,30,2,1
,Lamar,5,0,0,2,3,20,5,13,2,1
,Lancaster,137,3,3,14,117,389,98,285,6,1
,Landrum,7,0,2,2,3,45,6,37,2,0
,Latta,26,0,2,3,21,116,21,92,3,3
,Laurens,137,3,8,19,107,613,131,463,19,2
,Lexington,61,0,3,9,49,748,44,670,34,0
,Liberty,11,0,0,1,10,190,17,164,9,0
,Loris,18,0,0,5,13,196,36,148,12,1
,Lyman,6,0,1,0,5,107,15,88,4,0
,Manning,49,0,2,8,39,354,71,270,13,4
,Marion,95,3,3,24,65,674,237,414,23,6
,Mauldin,78,0,7,16,55,493,88,377,28,1
,Mayesville,6,0,0,3,3,45,27,16,2,0
,McBee,6,0,0,1,5,36,9,25,2,0
,McColl,23,0,0,4,19,84,32,51,1,0
,McCormick,11,0,0,0,11,87,17,67,3,0
,Moncks Corner,52,3,1,14,34,456,65,350,41,2
,Mount Pleasant,158,2,3,27,126,"1,234",175,998,61,0
,Mullins,96,1,1,17,77,465,96,346,23,5
,Myrtle Beach,443,4,36,160,243,"4,187",590,"3,243",354,2
,Newberry,64,0,1,8,55,487,126,354,7,0
,New Ellenton,3,0,0,0,3,57,18,36,3,0
,Nichols,2,0,0,0,2,19,10,8,1,0
,Ninety Six,8,0,0,1,7,39,6,31,2,0
,North Augusta,41,0,3,18,20,956,148,755,53,3
,North Charleston,653,5,35,184,429,"5,579",999,"4,092",488,19
,North Myrtle Beach,108,3,13,43,49,"1,501",376,"1,032",93,2
,Orangeburg,72,0,5,24,43,823,283,486,54,4
,Pacolet,13,0,0,3,10,87,35,49,3,0
,Pageland,34,4,1,2,27,145,27,113,5,0
,Pamplico,2,0,0,0,2,8,1,7,0,0
,Pelion,5,0,0,0,5,28,2,25,1,0
,Pickens,12,0,4,0,8,147,12,112,23,0
,Port Royal,33,0,2,15,16,240,54,176,10,2
,Prosperity,4,0,0,0,4,28,8,20,0,0
,Ridgeland,8,3,0,1,4,53,6,47,0,1
,Rock Hill,410,4,46,71,289,"2,996",537,"2,298",161,11
,Saluda,66,3,0,12,51,69,14,52,3,0
,Santee,9,0,1,3,5,117,27,85,5,0
,Scranton,4,0,0,0,4,11,2,9,0,0
,Seneca,76,0,4,11,61,377,81,276,20,3
,Simpsonville,54,2,5,15,32,681,120,532,29,3
,Society Hill,1,0,0,1,0,7,2,5,0,0
,South Congaree,9,2,0,0,7,84,15,62,7,0
,Spartanburg,657,5,12,127,513,"2,856",684,"1,952",220,24
,Springdale,10,0,1,2,7,84,14,63,7,0
,St. George,12,0,0,4,8,117,22,90,5,1
,St. Matthews,17,0,1,1,15,42,11,31,0,0
,St. Stephen,10,0,0,4,6,139,48,83,8,0
,Sullivans Island,0,0,0,0,0,29,3,26,0,0
,Summerton,15,0,1,4,10,63,19,44,0,0
,Sumter,343,3,11,72,257,"2,353",789,"1,426",138,14
,Surfside Beach,24,0,3,4,17,380,104,263,13,1
,Swansea,7,0,1,1,5,29,5,22,2,0
,Tega Cay,3,0,1,1,1,75,13,62,0,1
,Timmonsville,21,0,2,2,17,184,66,109,9,3
,Travelers Rest,10,1,0,4,5,225,32,177,16,0
,Turbeville,6,0,1,0,5,21,11,6,4,0
,Union,71,2,4,13,52,403,76,312,15,1
,Wagener,5,0,0,1,4,40,11,24,5,0
,Walhalla,12,0,2,1,9,111,29,73,9,0
,Walterboro,50,0,5,14,31,655,108,523,24,3
,Ware Shoals,26,0,2,3,21,132,34,91,7,1
,Wellford,3,0,0,0,3,42,10,31,1,1
,West Columbia,168,0,10,41,117,975,154,750,71,3
,Westminster,14,0,1,4,9,104,24,73,7,0
,West Pelzer,5,0,0,1,4,104,8,92,4,0
,West Union,3,0,0,0,3,36,8,28,0,0
,Whitmire,6,0,0,1,5,49,9,40,0,0
,Williamston,20,0,1,0,19,184,40,134,10,0
,Williston,14,0,0,1,13,173,62,108,3,2
,Woodruff,20,0,0,3,17,110,22,85,3,1
,Yemassee,1,0,0,1,0,44,7,33,4,1
,York,99,1,4,12,82,428,78,327,23,1
SOUTH DAKOTA,Aberdeen,70,0,21,4,45,488,76,380,32,3
,Armour,0,0,0,0,0,2,2,0,0,0
,Avon,0,0,0,0,0,0,0,0,0,0
,Belle Fourche,15,0,5,0,10,90,16,72,2,0
,Box Elder,17,0,4,0,13,174,11,159,4,0
,Brandon,2,0,0,0,2,30,0,30,0,0
,Brookings,7,1,0,0,6,33,6,27,0,0
,Burke,0,0,0,0,0,0,0,0,0,0
,Canton,5,0,3,0,2,44,8,36,0,0
,Centerville,1,0,0,1,0,1,1,0,0,0
,Chamberlain,4,0,0,2,2,13,1,11,1,0
,Deadwood,4,0,0,0,4,41,5,36,0,0
,Eagle Butte,1,0,0,0,1,5,1,4,0,0
,Estelline,0,0,0,0,0,6,4,2,0,0
,Faith,0,0,0,0,0,2,0,2,0,0
,Flandreau,14,0,0,0,14,45,3,36,6,0
,Freeman,1,0,1,0,0,3,1,2,0,0
,Gettysburg,1,0,1,0,0,1,0,1,0,0
,Hermosa,0,0,0,0,0,0,0,0,0,0
,Hot Springs,3,0,1,0,2,58,10,43,5,0
,Hoven,0,0,0,0,0,0,0,0,0,0
,Irene,0,0,0,0,0,1,1,0,0,0
,Jefferson,0,0,0,0,0,0,0,0,0,0
,Kadoka,1,0,0,0,1,8,8,0,0,0
,Kimball,0,0,0,0,0,0,0,0,0,0
,Lead,0,0,0,0,0,15,0,14,1,0
,Lemmon,2,0,1,0,1,6,3,3,0,0
,Lennox,1,0,0,0,1,12,4,8,0,0
,Leola,0,0,0,0,0,0,0,0,0,0
,Madison,5,0,0,0,5,100,12,80,8,0
,Martin,6,0,1,0,5,6,1,4,1,0
,McIntosh,0,0,0,0,0,0,0,0,0,0
,Menno,0,0,0,0,0,0,0,0,0,0
,Miller,0,0,0,0,0,6,1,5,0,0
,Mitchell,44,0,6,2,36,406,50,334,22,1
,Mobridge,7,1,0,0,6,85,8,72,5,0
,North Sioux City,0,0,0,0,0,46,6,40,0,0
,Parkston,0,0,0,0,0,2,1,1,0,0
,Philip,0,0,0,0,0,2,1,1,0,0
,Pierre,26,0,7,2,17,498,82,392,24,3
,Rapid City,437,3,99,57,278,"2,960",560,"2,244",156,9
,Rosholt,0,0,0,0,0,0,0,0,0,0
,Scotland,0,0,0,0,0,0,0,0,0,0
,Selby,0,0,0,0,0,0,0,0,0,0
,Sioux Falls,440,5,108,75,252,"4,707",880,"3,554",273,60
,Sisseton,12,0,1,0,11,99,13,74,12,0
,Spearfish,18,0,3,0,15,337,36,291,10,0
,Springfield,0,0,0,0,0,0,0,0,0,0
,Sturgis,10,0,1,0,9,121,22,91,8,0
,Summerset,0,0,0,0,0,17,5,11,1,0
,Tea,3,0,0,0,3,92,19,66,7,2
,Tripp,0,0,0,0,0,0,0,0,0,0
,Tyndall,0,0,0,0,0,0,0,0,0,0
,Vermillion,5,0,1,0,4,52,8,39,5,0
,Viborg,0,0,0,0,0,4,1,3,0,0
,Wagner,0,0,0,0,0,11,0,9,2,2
,Watertown,67,1,15,3,48,531,82,412,37,2
,Whitewood,5,0,0,1,4,7,0,7,0,0
,Wilmot,0,0,0,0,0,0,0,0,0,0
,Winner,6,0,1,0,5,16,5,11,0,0
,Worthing,0,0,0,0,0,0,0,0,0,0
,Yankton,33,1,12,2,18,363,40,302,21,0
TENNESSEE,Adamsville,5,0,0,0,5,48,10,36,2,1
,Alamo,12,0,0,2,10,44,12,30,2,0
,Alcoa,89,0,5,22,62,521,83,418,20,1
,Alexandria,6,0,0,0,6,24,9,14,1,0
,Algood,10,0,0,1,9,127,21,105,1,0
,Ardmore,5,0,0,0,5,38,14,21,3,0
,Ashland City,20,1,3,2,14,260,61,186,13,1
,Athens,177,1,6,32,138,"1,021",185,796,40,2
,Atoka,9,0,1,0,8,130,24,98,8,0
,Baileyton,2,0,0,1,1,9,3,5,1,0
,Baneberry,0,0,0,0,0,0,0,0,0,0
,Bartlett,116,0,6,6,104,808,134,632,42,4
,Baxter,7,0,0,1,6,78,20,55,3,0
,Bean Station,11,0,0,5,6,137,34,102,1,0
,Belle Meade,0,0,0,0,0,52,8,44,0,0
,Bells,17,1,1,3,12,40,11,26,3,0
,Benton,3,0,0,0,3,48,10,36,2,0
,Berry Hill,2,0,0,0,2,74,9,61,4,0
,Bethel Springs,0,0,0,0,0,2,1,1,0,0
,Big Sandy,0,0,0,0,0,3,1,2,0,0
,Blaine,4,0,0,1,3,24,7,15,2,0
,Bluff City,11,0,1,1,9,61,8,50,3,0
,Bolivar,36,1,1,3,31,352,134,207,11,2
,Bradford,5,0,0,0,5,12,4,8,0,0
,Brentwood,18,0,1,2,15,373,51,313,9,1
,Brighton,8,0,0,0,8,42,9,30,3,0
,Bristol,115,0,20,11,84,"1,187",196,943,48,5
,Brownsville,155,1,8,15,131,585,234,346,5,2
,Bruceton,18,0,1,0,17,25,9,16,0,1
,Burns,2,1,0,0,1,19,9,8,2,0
,Calhoun,1,0,0,0,1,7,0,7,0,0
,Camden,9,0,1,1,7,200,53,141,6,2
,Carthage,4,0,0,0,4,55,12,43,0,0
,Caryville,11,0,0,1,10,93,16,70,7,0
,Celina,7,0,0,1,6,22,8,13,1,1
,Centerville,7,1,0,1,5,61,13,47,1,1
,Chapel Hill,3,0,0,0,3,8,2,6,0,0
,Charleston,1,0,0,0,1,11,3,8,0,0
,Chattanooga,"1,460",24,36,385,"1,015","10,635","2,503","7,338",794,11
,Church Hill,20,0,0,4,16,118,27,88,3,2
,Clarksburg,0,0,0,0,0,6,0,4,2,0
,Clarksville,883,8,61,128,686,"4,217","1,333","2,666",218,22
,Cleveland,437,2,21,50,364,"2,260",437,"1,735",88,9
,Clifton,0,0,0,0,0,14,2,11,1,0
,Clinton,49,1,1,6,41,457,76,355,26,3
,Collegedale,11,0,2,1,8,175,30,141,4,1
,Collierville,46,0,6,4,36,690,100,577,13,0
,Collinwood,1,0,0,1,0,11,7,2,2,0
,Columbia,304,3,21,31,249,"1,408",276,"1,079",53,2
,Coopertown,3,0,0,0,3,36,13,20,3,0
,Copperhill,0,0,0,0,0,5,2,3,0,0
,Cornersville,1,0,0,0,1,3,0,2,1,0
,Covington,59,1,4,17,37,460,120,326,14,0
,Cowan,3,0,0,0,3,22,1,20,1,0
,Cross Plains,9,0,1,1,7,44,6,37,1,0
,Crossville,166,0,7,22,137,"1,207",252,908,47,1
,Crump,4,0,1,1,2,30,10,19,1,2
,Cumberland City,1,0,0,0,1,10,3,6,1,0
,Cumberland Gap,2,1,0,0,1,2,0,2,0,0
,Dandridge,10,0,2,1,7,105,17,83,5,2
,Dayton,13,0,0,4,9,216,32,178,6,0
,Decatur,3,0,0,0,3,47,12,32,3,0
,Decaturville,1,0,0,0,1,7,1,5,1,0
,Decherd,6,0,1,0,5,54,13,41,0,0
,Dickson,98,4,8,10,76,800,97,678,25,0
,Dover,2,0,0,0,2,25,3,21,1,0
,Dresden,9,0,0,0,9,97,17,79,1,0
,Dunlap,19,0,2,0,17,202,34,152,16,1
,Eagleville,0,0,0,0,0,1,0,1,0,0
,East Ridge,170,1,4,45,120,979,264,640,75,5
,Elizabethton,44,1,2,9,32,819,131,667,21,2
,Elkton,0,0,0,0,0,3,2,1,0,0
,Englewood,7,0,0,1,6,35,9,24,2,0
,Erin,3,0,0,0,3,33,5,27,1,1
,Erwin,14,0,0,2,12,152,27,120,5,0
,Estill Springs,2,0,0,1,1,35,10,22,3,0
,Ethridge,1,0,0,0,1,23,5,18,0,0
,Etowah,16,0,2,3,11,148,41,97,10,1
,Fairview,11,0,1,0,10,112,21,86,5,2
,Fayetteville,61,0,1,11,49,464,93,362,9,3
,Franklin,103,0,11,11,81,"1,021",88,898,35,3
,Friendship,2,0,0,0,2,5,1,4,0,0
,Gadsden,2,0,0,0,2,5,2,3,0,0
,Gainesboro,2,0,0,0,2,44,1,43,0,0
,Gallatin,86,0,7,17,62,625,87,519,19,0
,Gallaway,7,0,0,1,6,20,5,14,1,0
,Gates,1,0,0,0,1,14,8,6,0,0
,Gatlinburg,22,2,1,5,14,367,132,230,5,3
,Germantown,28,0,3,3,22,473,123,343,7,2
,Gibson,2,0,0,0,2,9,4,5,0,0
,Gleason,6,0,0,0,6,10,3,7,0,0
,Goodlettsville,71,0,4,24,43,"1,078",158,897,23,2
,Gordonsville,3,0,0,1,2,29,9,20,0,0
,Grand Junction,2,0,0,0,2,15,2,12,1,0
,Graysville,2,0,0,0,2,21,1,20,0,0
,Greenbrier,18,0,0,3,15,100,28,69,3,0
,Greeneville,82,1,4,19,58,861,166,659,36,1
,Greenfield,3,0,0,1,2,37,12,23,2,0
,Halls,4,0,2,0,2,33,10,23,0,0
,Harriman,37,0,6,3,28,342,83,232,27,0
,Henderson,26,1,0,2,23,179,56,118,5,0
,Hendersonville,121,2,5,15,99,908,141,716,51,6
,Hohenwald,24,0,0,1,23,149,23,123,3,0
,Hollow Rock,6,0,0,0,6,21,7,10,4,0
,Hornbeak,0,0,0,0,0,3,1,2,0,0
,Humboldt,86,1,6,4,75,412,103,296,13,3
,Huntingdon,10,0,1,1,8,151,16,130,5,0
,Huntland,4,0,0,0,4,5,1,3,1,0
,Jacksboro,3,0,0,0,3,158,9,149,0,0
,Jackson,675,6,43,156,470,"3,746","1,126","2,397",223,20
,Jamestown,4,0,0,0,4,146,18,128,0,1
,Jasper,15,0,0,0,15,76,21,51,4,0
,Jefferson City,12,0,2,5,5,471,97,358,16,0
,Jellico,3,0,0,2,1,94,13,71,10,3
,Johnson City,278,3,7,59,209,"2,958",682,"2,187",89,6
,Jonesborough,12,0,0,2,10,103,24,71,8,0
,Kenton,3,0,0,0,3,24,9,14,1,0
,Kimball,8,0,0,3,5,92,9,76,7,0
,Kingsport,428,3,22,62,341,"3,240",552,"2,556",132,12
,Kingston,8,0,0,2,6,105,18,80,7,0
,Kingston Springs,2,0,0,1,1,16,5,10,1,0
,Knoxville,"1,691",17,94,559,"1,021","12,879","2,544","9,515",820,26
,Lafayette,13,0,1,0,12,67,24,39,4,0
,La Follette,61,1,3,11,46,713,251,444,18,2
,Lake City,13,0,1,2,10,100,25,68,7,2
,La Vergne,132,2,9,12,109,823,299,485,39,4
,Lawrenceburg,93,0,7,7,79,547,132,396,19,2
,Lebanon,183,0,9,35,139,"1,091",223,808,60,0
,Lenoir City,49,0,1,10,38,527,131,374,22,2
,Lewisburg,70,2,14,7,47,313,80,223,10,5
,Lexington,77,0,0,5,72,498,97,391,10,0
,Livingston,26,0,0,0,26,107,21,78,8,0
,Lookout Mountain,0,0,0,0,0,14,2,10,2,0
,Loretto,1,0,0,0,1,31,9,22,0,0
,Loudon,7,0,0,0,7,63,4,53,6,0
,Madisonville,20,0,0,3,17,303,74,216,13,3
,Manchester,60,1,2,7,50,642,107,500,35,1
,Martin,45,1,3,1,40,295,62,230,3,2
,Maryville,74,0,8,22,44,852,148,665,39,2
,Mason,20,0,0,3,17,29,10,19,0,0
,Maury City,3,0,0,0,3,5,1,3,1,0
,Maynardville,5,0,0,0,5,113,26,84,3,0
,McEwen,2,0,0,1,1,14,4,8,2,0
,McKenzie,32,1,1,4,26,172,43,126,3,3
,McMinnville,76,0,6,5,65,627,133,462,32,3
,Medina,5,0,0,0,5,50,11,38,1,1
,Memphis,"10,336",117,398,"3,083","6,738","42,355","13,254","25,667","3,434",319
,Milan,66,1,3,8,54,313,81,228,4,3
,Millersville,13,0,1,0,12,138,44,84,10,0
,Millington,89,0,1,18,70,554,82,438,34,1
,Minor Hill,0,0,0,0,0,0,0,0,0,0
,Monteagle,3,0,0,1,2,21,7,11,3,1
,Monterey,10,0,1,1,8,48,20,23,5,0
,Morristown,195,1,13,35,146,"1,964",200,"1,667",97,4
,Moscow,2,0,0,1,1,25,3,22,0,0
,Mountain City,5,0,0,0,5,37,5,29,3,0
,Mount Carmel,6,0,1,1,4,80,19,58,3,0
,Mount Juliet,55,0,1,10,44,459,77,367,15,0
,Mount Pleasant,29,0,1,0,28,126,27,94,5,1
,Munford,28,2,1,1,24,129,26,97,6,1
,Murfreesboro,654,3,30,131,490,"4,851","1,383","3,283",185,2
,Nashville,"7,239",50,373,"1,889","4,927","29,256","7,541","19,987","1,728",103
,Newbern,22,1,0,3,18,120,33,86,1,0
,New Hope,0,0,0,0,0,0,0,0,0,0
,New Market,1,0,0,1,0,7,2,5,0,0
,Newport,78,0,6,15,57,698,87,585,26,2
,New Tazewell,6,0,0,2,4,54,20,31,3,0
,Niota,3,0,0,0,3,12,4,8,0,0
,Nolensville,2,0,0,0,2,42,8,31,3,0
,Norris,2,0,1,0,1,43,8,34,1,0
,Oakland,7,0,1,0,6,64,4,60,0,0
,Oak Ridge,137,2,15,24,96,"1,154",258,868,28,3
,Obion,8,0,0,0,8,29,4,24,1,1
,Oliver Springs,10,1,0,4,5,133,25,95,13,0
,Oneida,25,1,0,1,23,218,43,164,11,3
,Paris,44,0,5,6,33,493,147,333,13,0
,Parsons,6,0,0,0,6,41,9,29,3,0
,Pigeon Forge,33,0,4,7,22,670,219,396,55,2
,Pikeville,6,0,0,0,6,33,9,24,0,0
,Piperton,5,0,0,1,4,17,2,15,0,0
,Pittman Center,0,0,0,0,0,20,12,7,1,0
,Plainview,4,1,0,0,3,49,11,37,1,0
,Pleasant View,1,0,1,0,0,53,15,33,5,0
,Portland,37,0,4,3,30,384,99,264,21,3
,Powells Crossroads,1,0,0,0,1,0,0,0,0,0
,Pulaski,42,1,3,10,28,336,79,251,6,0
,Puryear,4,0,0,0,4,13,2,11,0,0
,Red Bank,70,2,5,9,54,571,160,380,31,3
,Red Boiling Springs,3,0,0,0,3,29,12,17,0,0
,Ridgely,5,0,0,1,4,41,9,30,2,0
,Ridgetop,3,0,1,0,2,23,4,17,2,0
,Ripley,103,1,3,17,82,492,257,217,18,1
,Rockwood,22,0,0,4,18,359,42,298,19,5
,Rogersville,28,0,2,5,21,273,68,201,4,0
,Rossville,5,0,0,0,5,8,0,8,0,0
,Rutledge,1,0,0,0,1,64,10,52,2,0
,Saltillo,1,1,0,0,0,2,0,2,0,0
,Samburg,0,0,0,0,0,0,0,0,0,0
,Savannah,54,0,3,7,44,550,102,420,28,0
,Scotts Hill,3,0,0,0,3,4,1,3,0,0
,Selmer,33,0,2,3,28,213,60,149,4,1
,Sevierville,94,0,8,27,59,908,133,728,47,4
,Sewanee,3,0,2,0,1,73,35,38,0,1
,Sharon,0,0,0,0,0,16,2,13,1,0
,Shelbyville,98,0,14,5,79,663,113,528,22,3
,Signal Mountain,3,0,0,0,3,51,17,34,0,0
,Smithville,35,0,8,3,24,253,65,174,14,2
,Sneedville,16,0,0,0,16,101,14,84,3,0
,Soddy-Daisy,49,0,5,2,42,411,107,270,34,0
,South Carthage,7,0,0,0,7,39,7,31,1,0
,South Fulton,11,0,0,2,9,59,28,29,2,0
,South Pittsburg,4,0,0,0,4,37,8,28,1,0
,Sparta,12,0,0,9,3,369,69,289,11,2
,Spencer,2,1,0,1,0,12,4,7,1,0
,Spring City,2,0,0,1,1,42,8,32,2,0
,Springfield,161,4,14,36,107,722,111,561,50,6
,Spring Hill,35,0,6,0,29,357,63,289,5,1
,St. Joseph,8,0,0,0,8,12,7,3,2,0
,Surgoinsville,2,0,0,0,2,24,6,16,2,0
,Sweetwater,35,0,4,1,30,238,65,157,16,0
,Tazewell,18,0,1,5,12,117,25,86,6,1
,Tellico Plains,3,0,0,0,3,35,14,19,2,0
,Tiptonville,23,0,0,0,23,71,32,38,1,0
,Toone,1,0,0,0,1,3,2,1,0,0
,Townsend,1,0,0,0,1,15,4,11,0,0
,Trenton,53,0,2,3,48,246,35,209,2,0
,Trezevant,1,0,0,0,1,14,0,12,2,1
,Trimble,0,0,0,0,0,5,4,1,0,0
,Troy,2,0,0,1,1,45,9,36,0,0
,Tullahoma,117,1,4,21,91,806,181,604,21,4
,Tusculum,2,0,0,1,1,23,3,18,2,0
,Union City,55,0,4,11,40,623,123,483,17,11
,Vonore,9,0,0,1,8,91,18,68,5,0
,Wartburg,1,0,0,0,1,15,3,10,2,0
,Wartrace,0,0,0,0,0,9,3,5,1,0
,Watauga,0,0,0,0,0,4,2,2,0,0
,Watertown,4,0,0,1,3,28,10,17,1,0
,Waverly,5,0,1,0,4,103,34,66,3,1
,Waynesboro,3,0,0,0,3,29,3,25,1,0
,Westmoreland,5,0,0,0,5,47,9,36,2,0
,White Bluff,4,0,1,1,2,72,9,57,6,0
,White House,35,1,5,1,28,217,34,168,15,2
,White Pine,9,0,0,5,4,113,15,92,6,0
,Whiteville,9,0,1,0,8,60,13,43,4,0
,Whitwell,8,0,1,0,7,50,5,42,3,0
,Winchester,76,0,3,7,66,334,83,238,13,0
,Winfield,2,0,0,0,2,7,3,4,0,0
,Woodbury,10,0,1,1,8,61,10,46,5,0
TEXAS,Abernathy,5,0,0,0,5,44,13,29,2,0
,Abilene,428,5,33,120,270,"4,384","1,119","3,093",172,31
,Addison,78,0,10,18,50,898,117,676,105,0
,Alamo,164,3,10,19,132,"1,409",190,"1,141",78,4
,Alamo Heights,4,0,1,2,1,221,29,190,2,0
,Alice,206,1,12,3,190,"1,153",238,851,64,18
,Allen,72,0,12,17,43,"1,526",248,"1,207",71,1
,Alpine,5,0,0,0,5,91,25,62,4,0
,Alton,14,0,0,6,8,374,78,257,39,11
,Alvarado,9,0,2,1,6,113,23,88,2,1
,Alvin,56,2,10,12,32,758,166,551,41,5
,Amarillo,"1,223",10,104,235,874,"9,388","2,016","6,756",616,75
,Andrews,82,0,12,0,70,232,34,179,19,2
,Angleton,64,1,7,15,41,437,96,327,14,1
,Anna,10,0,4,0,6,129,38,86,5,2
,Anson,7,0,0,0,7,57,18,38,1,0
,Anthony,25,0,0,3,22,177,4,169,4,2
,Aransas Pass,56,2,19,5,30,491,114,361,16,2
,Archer City,6,0,1,0,5,7,2,5,0,0
,Arcola,4,0,0,3,1,34,12,17,5,0
,Argyle,2,0,0,0,2,30,7,23,0,0
,Arlington,"1,874",22,136,540,"1,176","17,208","4,388","11,757","1,063",37
,Arp,0,0,0,0,0,0,0,0,0,0
,Athens,67,1,11,20,35,505,131,362,12,1
,Atlanta,30,0,4,4,22,245,63,174,8,0
,Aubrey,4,0,2,0,2,66,13,50,3,0
,Austin,"3,471",28,211,"1,106","2,126","42,250","7,042","33,069","2,139",127
,Azle,23,0,2,1,20,386,94,280,12,10
,Baird,0,0,0,0,0,5,1,4,0,0
,Balch Springs,191,0,17,48,126,"1,524",229,"1,171",124,0
,Balcones Heights,27,0,1,9,17,540,44,469,27,0
,Ballinger,17,0,0,0,17,79,8,68,3,0
,Bangs,2,0,0,0,2,12,4,8,0,0
,Bastrop,22,0,1,7,14,399,29,360,10,3
,Bay City,38,4,6,9,19,685,148,531,6,3
,Bayou Vista,1,0,0,0,1,12,2,10,0,0
,Baytown,212,1,13,79,119,"3,555",700,"2,628",227,29
,Beaumont,"1,069",13,65,356,635,"6,656","2,035","4,336",285,32
,Bedford,170,0,16,21,133,"1,525",417,"1,024",84,6
,Bee Cave,5,0,1,1,3,123,8,113,2,0
,Beeville,34,0,4,4,26,314,85,219,10,1
,Bellaire,22,0,0,16,6,336,83,239,14,0
,Bellmead,171,0,9,7,155,982,92,862,28,4
,Bellville,6,0,2,0,4,76,11,63,2,0
,Belton,56,0,0,9,47,678,149,524,5,2
,Benbrook,17,1,2,3,11,533,118,397,18,2
,Bertram,4,0,0,0,4,38,12,23,3,0
,Beverly Hills,10,0,0,5,5,90,20,68,2,0
,Big Sandy,1,0,0,0,1,12,6,5,1,0
,Big Spring,190,0,19,9,162,"1,035",231,768,36,1
,Bishop,0,0,0,0,0,68,21,47,0,0
,Blanco,10,0,0,0,10,26,3,22,1,0
,Bloomburg,0,0,0,0,0,0,0,0,0,0
,Blue Mound,0,0,0,0,0,51,14,36,1,0
,Boerne,17,0,2,5,10,277,30,242,5,0
,Bogata,3,0,0,0,3,31,7,22,2,0
,Bonham,17,0,5,1,11,267,72,189,6,3
,Borger,120,1,6,2,111,512,135,358,19,1
,Bovina,11,0,0,0,11,13,5,8,0,0
,Bowie,7,0,4,2,1,271,49,211,11,0
,Brackettville,0,0,0,0,0,0,0,0,0,0
,Brady,12,0,0,2,10,112,32,77,3,2
,Brazoria,3,0,0,0,3,75,5,69,1,0
,Breckenridge,3,0,0,0,3,55,19,36,0,0
,Bremond,1,0,0,0,1,3,0,3,0,0
,Brenham,43,1,5,6,31,449,92,338,19,2
,Bridge City,29,0,4,2,23,170,32,127,11,0
,Bridgeport,12,0,0,0,12,81,11,69,1,0
,Brookshire,29,2,2,4,21,109,38,62,9,0
,Brookside Village,5,0,1,0,4,23,15,8,0,0
,Brownfield,28,0,4,4,20,211,72,135,4,2
