Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2014",,,,,,,,,,,
State,City,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
,Snyder,75,2,6,0,67,445,109,325,11,0
,Socorro,42,0,2,5,35,385,69,295,21,0
,Somerset,5,0,0,0,5,46,14,27,5,0
,Somerville,1,0,0,0,1,42,19,22,1,0
,Sonora,8,0,0,0,8,13,3,9,1,1
,Sour Lake,4,0,0,0,4,34,8,24,2,0
,South Houston,81,2,3,35,41,600,92,309,199,5
,Southlake,7,0,0,1,6,414,56,352,6,0
,Southmayd,5,0,0,1,4,16,3,12,1,1
,South Padre Island,41,0,11,8,22,551,62,476,13,0
,Southside Place,1,0,0,1,0,26,1,25,0,0
,Spearman,8,0,1,0,7,7,2,4,1,2
,Splendora,6,0,1,0,5,32,10,21,1,0
,Springtown,13,0,2,1,10,115,22,88,5,0
,Spring Valley,5,0,1,1,3,121,14,103,4,0
,Spur,2,0,0,0,2,15,11,4,0,0
,Stafford,78,4,9,17,48,727,103,547,77,0
,Stagecoach,0,0,0,0,0,6,5,1,0,0
,Stamford,2,0,0,1,1,74,27,44,3,2
,Stanton,1,0,0,0,1,30,1,27,2,0
,Stephenville,36,0,6,0,30,427,57,351,19,1
,Stratford,1,0,0,1,0,5,2,2,1,0
,Sugar Land,99,1,6,36,56,"1,400",220,"1,132",48,2
,Sullivan City,15,0,2,1,12,57,28,27,2,0
,Sulphur Springs,36,0,8,6,22,210,38,157,15,3
,Sunrise Beach Village,0,0,0,0,0,7,2,5,0,0
,Sunset Valley,5,0,0,5,0,121,1,119,1,0
,Surfside Beach,4,0,0,2,2,10,4,5,1,0
,Sweeny,17,1,4,1,11,102,30,70,2,0
,Taft,13,0,3,1,9,63,25,38,0,0
,Tahoka,5,0,0,2,3,28,9,16,3,0
,Tatum,11,1,0,0,10,42,8,32,2,0
,Taylor,61,0,9,4,48,445,171,264,10,0
,Teague,16,1,0,2,13,71,33,33,5,3
,Temple,175,5,21,62,87,"2,421",494,"1,804",123,4
,Terrell,92,0,13,15,64,567,142,384,41,3
,Terrell Hills,0,0,0,0,0,105,62,41,2,0
,Texarkana,325,1,41,64,219,"2,393",512,"1,699",182,13
,Texas City,150,2,10,48,90,"1,652",271,"1,272",109,0
,The Colony,54,0,17,9,28,385,88,273,24,1
,Thorndale,1,0,0,1,0,22,4,17,1,0
,Thrall,0,0,0,0,0,15,3,8,4,1
,Three Rivers,28,0,0,1,27,68,30,36,2,0
,Tioga,0,0,0,0,0,11,8,3,0,0
,Tomball,43,0,8,15,20,526,64,433,29,0
,Tool,3,0,1,0,2,33,14,16,3,0
,Trinity,9,0,0,3,6,82,18,58,6,1
,Trophy Club,7,0,2,0,5,66,12,53,1,0
,Troy,2,0,0,0,2,35,6,28,1,0
,Tulia,20,0,1,0,19,72,14,58,0,0
,Tye,4,0,0,1,3,32,5,21,6,0
,Universal City,45,1,4,15,25,405,89,284,32,1
,University Park,4,0,1,0,3,302,43,253,6,1
,Uvalde,75,0,5,6,64,783,148,621,14,2
,Valley Mills,5,0,0,2,3,17,5,12,0,0
,Van,12,0,0,0,12,94,22,67,5,0
,Van Alstyne,4,0,1,1,2,20,3,15,2,0
,Venus,3,0,0,0,3,22,3,16,3,0
,Vernon,23,0,6,1,16,295,59,220,16,3
,Victoria,338,2,67,38,231,"2,281",437,"1,774",70,13
,Vidor,52,1,1,4,46,423,78,312,33,0
,Waco,576,6,101,138,331,"5,009","1,373","3,434",202,32
,Wake Village,10,0,0,3,7,132,31,94,7,0
,Waller,10,0,2,2,6,85,27,51,7,1
,Wallis,6,0,0,1,5,22,4,17,1,0
,Watauga,23,0,3,4,16,432,62,349,21,0
,Waxahachie,29,0,0,12,17,984,135,805,44,5
,Weatherford,47,0,6,7,34,693,85,590,18,1
,Webster,28,0,10,10,8,580,74,450,56,0
,Weimar,5,0,1,3,1,32,8,24,0,0
,Weslaco,452,1,18,55,378,"2,653",467,"2,117",69,4
,West,2,0,0,1,1,33,11,21,1,0
,West Columbia,17,0,1,4,12,101,26,73,2,0
,West Orange,11,0,2,6,3,317,15,287,15,0
,Westover Hills,1,0,0,0,1,22,9,13,0,1
,West Tawakoni,0,0,0,0,0,18,5,13,0,0
,West University Place,2,0,0,1,1,169,67,95,7,0
,Westworth,8,0,0,5,3,244,10,231,3,0
,Wharton,43,0,0,8,35,207,33,167,7,0
,Whitehouse,18,1,5,0,12,92,21,66,5,1
,White Oak,4,0,0,0,4,76,12,56,8,0
,Whitesboro,12,0,1,2,9,44,15,26,3,1
,White Settlement,30,0,0,9,21,491,110,353,28,1
,Whitewright,11,0,1,0,10,28,10,16,2,1
,Whitney,3,0,0,1,2,64,8,56,0,0
,Wichita Falls,426,2,87,130,207,"4,258",939,"3,082",237,0
,Willis,47,0,9,8,30,173,51,113,9,1
,Willow Park,1,0,0,0,1,46,13,32,1,0
,Wills Point,5,0,0,1,4,69,33,35,1,0
,Wilmer,9,0,0,3,6,95,28,61,6,0
,Windcrest,8,0,3,3,2,326,25,287,14,0
,Wink,0,0,0,0,0,11,4,5,2,1
,Winnsboro,25,0,0,0,25,71,12,52,7,0
,Winters,2,0,0,0,2,28,10,13,5,2
,Wolfforth,2,0,1,0,1,34,3,30,1,0
,Woodbranch,0,0,0,0,0,15,4,10,1,0
,Woodville,3,0,0,0,3,21,3,18,0,0
,Woodway,8,0,1,1,6,131,17,109,5,0
,Wortham,1,0,0,0,1,23,7,16,0,1
,Wylie,43,1,17,2,23,496,74,390,32,0
,Yoakum,12,0,5,3,4,127,52,64,11,0
,Yorktown,18,0,3,2,13,29,12,16,1,0
UTAH,American Fork/Cedar Hills,21,0,,4,12,821,87,721,13,0
,Blanding,6,0,,0,4,89,18,68,3,1
,Bluffdale,7,0,2,0,5,128,38,78,12,0
,Bountiful,33,0,13,2,18,835,114,648,73,3
,Brigham City,27,0,6,1,20,462,76,345,41,3
,Cedar City,78,1,,6,59,767,124,609,34,0
,Centerfield,1,0,,0,1,2,0,2,0,0
,Centerville,24,0,14,1,9,317,34,271,12,2
,Clearfield,39,1,16,8,14,645,97,520,28,7
,Clinton,9,0,1,1,7,230,25,194,11,1
,Cottonwood Heights,42,0,,9,27,759,116,596,47,1
,Draper,55,0,16,8,31,"1,066",148,848,70,5
,East Carbon,0,0,,0,0,31,14,17,0,0
,Enoch,13,0,,0,11,72,24,43,5,1
,Ephraim,3,0,,0,3,69,16,51,2,0
,Fairview,1,0,,0,0,6,2,4,0,0
,Farmington,16,0,9,1,6,276,33,223,20,2
,Fountain Green,1,0,,0,1,12,0,10,2,0
,Grantsville,13,0,3,2,8,73,29,29,15,2
,Helper,0,0,0,0,0,48,18,29,1,1
,Hurricane,15,0,4,1,10,207,27,168,12,1
,Kamas,0,0,,0,0,27,6,21,0,0
,La Verkin,9,0,,1,7,75,16,52,7,0
,Lehi,38,0,,5,14,711,144,527,40,1
,Lindon,8,1,3,2,2,218,24,187,7,0
,Lone Peak,7,0,,0,5,187,36,141,10,0
,Mapleton,3,0,,0,2,90,14,73,3,0
,Moab,10,0,2,0,8,176,15,147,14,1
,Monticello,1,0,,0,0,26,6,19,1,0
,Moroni,1,0,,0,1,10,3,7,0,0
,Mount Pleasant,2,0,,0,1,54,7,42,5,0
,Naples,0,0,0,0,0,29,7,18,4,2
,Nephi,2,0,,2,0,178,32,139,7,0
,North Ogden,15,0,11,0,4,183,25,147,11,4
,North Park,7,0,,0,1,254,25,225,4,0
,North Salt Lake,14,0,6,0,8,430,77,292,61,3
,Ogden,444,4,83,113,244,"3,645",531,"2,844",270,13
,Orem,40,0,,15,16,"1,952",162,"1,693",97,3
,Parowan,5,0,,0,5,62,21,35,6,0
,Payson,15,0,,4,8,482,67,399,16,0
,Perry,4,0,0,0,4,72,7,65,0,1
,Pleasant Grove,15,6,7,0,2,242,35,193,14,0
,Price,14,0,5,0,9,426,89,329,8,0
,Richfield,6,0,,1,5,285,36,238,11,0
,Riverdale,18,0,8,4,6,469,22,433,14,1
,Roosevelt,57,0,45,1,11,246,32,186,28,0
,Roy,42,2,28,2,10,760,104,614,42,3
,Salem,6,0,,0,4,69,12,55,2,0
,Salina,3,0,,0,1,92,15,74,3,0
,Salt Lake City,"1,447",7,219,450,771,"16,228","1,726","12,717","1,785",100
,Sandy,153,2,17,37,97,"2,543",426,"1,946",171,7
,Santa Clara/Ivins,10,0,2,1,7,89,25,58,6,0
,Santaquin/Genola,4,0,,0,4,89,27,59,3,0
,Saratoga Springs,13,0,3,0,10,182,18,156,8,0
,Smithfield,4,0,,0,3,45,17,27,1,0
,South Jordan,48,0,12,19,17,"1,370",151,"1,146",73,1
,South Ogden,24,0,9,4,11,294,52,220,22,0
,South Salt Lake,217,7,47,44,119,"1,678",226,"1,174",278,2
,Spanish Fork,8,4,1,1,2,486,73,397,16,1
,Springdale,8,0,,0,7,30,9,20,1,0
,Springville,34,0,,2,22,616,60,542,14,1
,St. George,112,0,28,19,65,"1,506",310,"1,086",110,5
,Stockton,0,0,,0,0,8,4,3,1,0
,Sunset,4,0,0,0,4,98,10,84,4,0
,Syracuse,13,2,4,1,6,257,26,227,4,3
,Tooele,97,1,34,20,42,"1,359",244,963,152,15
,Tremonton,16,0,4,0,12,242,44,187,11,1
,Vernal,18,0,8,4,6,439,30,397,12,1
,Washington,26,0,10,4,12,502,56,432,14,2
,West Bountiful,6,0,5,0,1,117,9,106,2,0
,Willard,1,0,1,0,0,30,8,13,9,1
VERMONT,Barre,17,0,3,4,10,209,25,179,5,0
,Barre Town,4,0,0,2,2,79,21,58,0,0
,Bennington,33,0,6,4,23,372,68,294,10,1
,Berlin,4,0,1,2,1,116,8,105,3,1
,Brandon,3,0,0,0,3,55,9,46,0,1
,Brattleboro,40,0,5,9,26,434,51,374,9,0
,Chester,5,0,1,0,4,13,2,9,2,0
,Colchester,8,0,0,1,7,126,28,98,0,0
,Dover,4,0,0,0,4,85,14,71,0,1
,Essex,6,0,0,2,4,347,52,289,6,1
,Fair Haven,3,0,0,0,3,31,4,27,0,0
,Hardwick,5,0,1,0,4,26,4,22,0,0
,Hartford,13,0,5,0,8,148,26,119,3,1
,Hinesburg,2,0,0,0,2,24,2,22,0,0
,Manchester,2,0,1,0,1,65,22,43,0,2
,Milton,7,0,1,0,6,145,27,118,0,1
,Montpelier,11,0,3,1,7,163,15,148,0,1
,Newport,10,0,5,0,5,118,24,90,4,0
,Northfield,5,0,0,1,4,40,15,25,0,0
,Randolph,1,0,0,0,1,38,9,28,1,0
,Richmond,3,0,0,0,3,25,3,21,1,0
,Rutland,56,0,5,13,38,624,111,504,9,2
,Shelburne,3,1,0,0,2,32,3,29,0,1
,South Burlington,20,0,3,3,14,532,21,511,0,0
,Springfield,9,0,3,0,6,142,26,114,2,1
,St. Albans,28,0,4,3,21,290,32,258,0,0
,Stowe,3,1,0,0,2,113,26,87,0,0
,Swanton,10,0,1,1,8,39,15,23,1,0
,Waterbury,0,0,0,0,0,18,1,17,0,0
,Weathersfield,1,0,0,0,1,45,10,34,1,0
,Williston,7,0,1,1,5,181,25,155,1,0
,Wilmington,0,0,0,0,0,47,17,29,1,0
,Windsor,3,0,0,0,3,29,9,19,1,0
,Winhall,0,0,0,0,0,0,0,0,0,0
,Winooski,18,0,0,2,16,102,12,90,0,0
VIRGINIA,Abingdon,14,0,2,4,8,150,17,128,5,0
,Alexandria,276,4,22,142,108,"2,960",259,"2,438",263,11
,Altavista,7,0,0,1,6,64,7,51,6,0
,Amherst,2,0,2,0,0,20,4,15,1,1
,Appalachia,5,0,0,0,5,65,22,39,4,3
,Ashland,19,0,2,2,15,272,13,247,12,0
,Bedford,12,0,6,3,3,353,25,317,11,3
,Berryville,1,0,0,1,0,56,35,17,4,2
,Big Stone Gap,11,0,3,1,7,194,25,165,4,0
,Blacksburg,33,2,15,3,13,393,67,311,15,1
,Blackstone,16,0,0,4,12,99,9,89,1,0
,Bowling Green,0,0,0,0,0,0,0,0,0,0
,Boykins,0,0,0,0,0,12,0,12,0,0
,Bridgewater,1,0,1,0,0,14,0,11,3,0
,Bristol,54,1,5,8,40,482,50,413,19,1
,Broadway,0,0,0,0,0,13,5,7,1,0
,Brookneal,1,0,0,0,1,13,3,10,0,0
,Burkeville,3,0,0,0,3,19,0,19,0,0
,Cape Charles,0,0,0,0,0,27,1,25,1,0
,Charlottesville,191,5,16,39,131,"1,356",173,"1,100",83,1
,Chase City,10,0,0,2,8,69,10,55,4,0
,Chatham,0,0,0,0,0,7,0,5,2,0
,Chesapeake,991,10,63,179,739,"6,391","1,008","5,094",289,19
,Chilhowie,2,0,0,0,2,18,6,12,0,0
,Chincoteague,3,0,0,1,2,41,2,39,0,0
,Christiansburg,21,0,8,3,10,458,42,407,9,1
,Clintwood,3,0,0,0,3,24,2,22,0,0
,Coeburn,8,0,3,2,3,71,13,56,2,0
,Colonial Beach,7,0,3,0,4,74,10,58,6,0
,Colonial Heights,36,0,6,14,16,867,80,773,14,10
,Covington,10,0,4,0,6,111,14,94,3,2
,Crewe,19,0,1,1,17,64,5,56,3,0
,Culpeper,42,1,8,13,20,475,17,449,9,2
,Damascus,2,0,0,0,2,23,2,21,0,0
,Danville,193,3,25,58,107,"1,761",388,"1,314",59,11
,Dayton,0,0,0,0,0,14,3,11,0,0
,Dublin,3,0,0,2,1,38,8,29,1,0
,Dumfries,4,0,1,1,2,119,12,96,11,0
,Edinburg,1,0,1,0,0,5,1,4,0,0
,Elkton,5,0,1,0,4,44,10,32,2,0
,Emporia,29,2,3,5,19,274,30,239,5,2
,Exmore,3,0,1,1,1,45,4,38,3,0
,Fairfax City,18,0,2,8,8,416,29,366,21,1
,Falls Church,18,0,3,8,7,220,16,196,8,2
,Farmville,18,0,7,4,7,214,22,188,4,2
,Franklin,28,2,3,9,14,394,72,313,9,1
,Fredericksburg,131,0,13,24,94,"1,199",77,"1,085",37,8
,Front Royal,23,0,16,4,3,420,19,383,18,1
,Gate City,1,0,0,0,1,44,5,37,2,2
,Glade Spring,2,0,0,0,2,13,1,10,2,0
,Glen Lyn,0,0,0,0,0,6,1,5,0,0
,Gordonsville,1,0,1,0,0,21,5,16,0,0
,Gretna,3,1,0,0,2,13,5,8,0,0
,Grottoes,3,0,0,0,3,7,2,4,1,0
,Grundy,1,0,0,0,1,13,0,13,0,0
,Halifax,0,0,0,0,0,17,1,16,0,0
,Hampton,347,9,35,110,193,"4,399",591,"3,580",228,22
,Harrisonburg,103,0,21,11,71,"1,150",228,894,28,3
,Haymarket,1,0,0,0,1,13,2,10,1,0
,Haysi,0,0,0,0,0,11,1,10,0,0
,Herndon,48,0,3,16,29,312,28,273,11,0
,Hillsville,5,0,1,0,4,63,10,51,2,1
,Honaker,0,0,0,0,0,1,0,1,0,0
,Hopewell,83,3,4,27,49,669,135,488,46,3
,Hurt,1,0,0,0,1,2,0,2,0,0
,Independence,1,0,0,1,0,8,0,8,0,0
,Jonesville,2,0,1,1,0,32,5,27,0,0
,Kilmarnock,1,0,0,1,0,45,4,41,0,0
,Lawrenceville,3,0,0,0,3,11,3,8,0,0
,Lebanon,5,0,2,2,1,145,10,135,0,1
,Leesburg,58,2,13,11,32,726,54,656,16,2
,Lexington,5,0,2,0,3,55,8,46,1,1
,Louisa,3,0,0,1,2,55,5,46,4,1
,Luray,9,0,3,2,4,109,9,99,1,0
,Lynchburg,367,5,30,56,276,"1,992",403,"1,483",106,7
,Manassas,140,1,19,44,76,727,97,599,31,6
,Manassas Park,22,0,3,7,12,152,23,122,7,0
,Marion,21,0,2,3,16,214,29,180,5,3
,Martinsville,49,2,6,12,29,385,56,310,19,2
,Middleburg,0,0,0,0,0,27,2,25,0,0
,Middletown,1,0,1,0,0,35,5,30,0,0
,Mount Jackson,1,0,0,0,1,21,8,13,0,0
,Narrows,2,0,1,0,1,1,0,1,0,0
,New Market,1,0,1,0,0,30,0,28,2,0
,Newport News,783,25,72,232,454,"5,533",918,"4,290",325,64
,Norfolk,"1,280",31,122,392,735,"9,679","1,312","7,864",503,25
,Norton,12,0,1,3,8,198,8,188,2,2
,Occoquan,0,0,0,0,0,0,0,0,0,0
,Onancock,4,0,2,0,2,23,4,19,0,0
,Onley,0,0,0,0,0,11,1,10,0,0
,Orange,18,0,7,4,7,93,15,75,3,1
,Pearisburg,3,0,1,1,1,96,6,88,2,0
,Pembroke,1,0,0,0,1,27,4,23,0,0
,Pennington Gap,6,0,0,2,4,65,6,59,0,0
,Petersburg,189,10,7,71,101,841,238,552,51,1
,Poquoson,13,0,4,1,8,90,18,64,8,1
,Portsmouth,581,9,48,173,351,"4,838","1,225","3,298",315,4
,Pulaski,25,1,16,0,8,241,38,195,8,1
,Purcellville,1,0,0,0,1,40,4,35,1,0
,Quantico,0,0,0,0,0,7,1,6,0,0
,Radford,103,0,22,7,74,373,74,291,8,9
,Rich Creek,3,0,2,0,1,19,4,15,0,0
,Richlands,11,1,2,3,5,149,30,115,4,1
,Richmond,"1,254",41,39,569,605,"8,388","1,685","5,969",734,44
,Roanoke,340,2,35,89,214,"4,127",557,"3,386",184,25
,Rocky Mount,13,0,1,1,11,175,13,159,3,3
,Rural Retreat,0,0,0,0,0,11,2,9,0,0
,Salem,29,0,7,11,11,500,32,447,21,3
,Saltville,1,0,0,0,1,27,3,23,1,0
,Shenandoah,2,0,0,1,1,51,8,41,2,0
,Smithfield,15,1,0,9,5,139,11,119,9,2
,South Boston,34,0,2,8,24,396,66,327,3,2
,South Hill,17,1,3,5,8,155,24,125,6,0
,Stanley,1,0,0,1,0,31,3,28,0,0
,Staunton,31,1,6,14,10,586,68,504,14,6
,Stephens City,3,0,0,0,3,45,10,34,1,0
,St. Paul,1,0,1,0,0,30,7,23,0,0
,Strasburg,9,1,0,0,8,81,11,69,1,1
,Suffolk,231,2,33,55,141,"2,233",346,"1,802",85,9
,Tappahannock,8,1,0,2,5,81,14,64,3,0
,Tazewell,4,0,1,0,3,81,15,63,3,1
,Timberville,0,0,0,0,0,17,4,12,1,0
,Victoria,5,0,4,0,1,12,5,5,2,1
,Vienna,8,0,0,0,8,162,14,144,4,0
,Vinton,37,1,3,2,31,215,17,193,5,0
,Virginia Beach,660,17,107,252,284,"9,811","1,050","8,396",365,60
,Warrenton,9,0,1,5,3,157,15,140,2,2
,Warsaw,1,0,0,0,1,11,3,8,0,0
,Waverly,4,0,1,2,1,35,12,22,1,0
,Waynesboro,33,1,12,4,16,655,84,545,26,1
,Weber City,1,0,1,0,0,21,2,19,0,0
,West Point,0,0,0,0,0,33,3,30,0,0
,White Stone,0,0,0,0,0,1,1,0,0,0
,Williamsburg,25,0,1,7,17,180,7,168,5,0
,Winchester,85,0,33,16,36,"1,083",113,937,33,2
,Windsor,2,0,1,0,1,36,4,32,0,1
,Wise,6,1,1,1,3,74,4,69,1,0
,Woodstock,9,0,0,0,9,145,7,137,1,1
,Wytheville,8,0,3,0,5,217,9,195,13,4
WASHINGTON,Aberdeen,103,1,10,21,71,941,244,636,61,3
,Airway Heights,6,0,1,5,0,326,55,226,45,0
,Algona,1,0,1,0,0,84,29,44,11,0
,Anacortes,23,0,7,1,15,413,64,333,16,0
,Arlington,34,1,,7,20,"1,108",165,838,105,0
,Asotin,1,0,0,0,1,21,2,19,0,0
,Auburn,299,1,38,105,155,"4,578",846,"3,116",616,32
,Bainbridge Island,9,0,2,2,5,339,77,251,11,1
,Battle Ground,23,0,5,3,15,325,50,253,22,5
,Bellevue,144,2,,65,52,"4,606",630,"3,662",314,14
,Bellingham,220,1,55,64,100,"4,699",726,"3,808",165,2
,Bingen,2,0,0,1,1,13,1,9,3,2
,Black Diamond,1,0,1,0,0,46,15,29,2,0
,Blaine,2,0,1,0,1,163,15,144,4,2
,Bonney Lake,20,0,6,7,7,511,119,353,39,1
,Bothell,26,0,6,6,14,"1,096",159,827,110,5
,Bremerton,209,0,39,39,131,"1,810",345,"1,311",154,12
,Brewster,5,0,1,0,4,116,92,19,5,0
,Brier,5,0,0,1,4,75,30,42,3,1
,Buckley,7,0,0,5,2,152,30,106,16,1
,Burien,257,2,,81,136,"2,375",606,"1,276",493,13
,Burlington,12,0,5,5,2,715,75,611,29,3
,Camas,16,0,4,3,9,295,52,228,15,3
,Castle Rock,1,0,0,0,1,41,9,29,3,0
,Centralia,81,0,10,18,53,696,128,528,40,6
,Chehalis,11,0,1,3,7,555,64,466,25,1
,Cheney,28,0,12,4,12,293,61,214,18,0
,Chewelah,2,0,0,0,2,95,21,70,4,0
,Clarkston,35,1,2,5,27,441,76,352,13,4
,Cle Elum,5,1,2,0,2,127,19,103,5,1
,Clyde Hill,2,0,1,0,1,41,11,29,1,0
,Colfax,3,0,0,0,3,70,22,44,4,0
,College Place,4,0,0,1,3,230,36,178,16,1
,Colton,0,0,0,0,0,0,0,0,0,0
,Colville,5,0,0,0,5,114,11,94,9,0
,Connell,9,1,2,0,6,39,11,25,3,1
,Cosmopolis,0,0,0,0,0,49,3,46,0,0
,Coulee Dam,0,0,0,0,0,13,0,8,5,0
,Coupeville,2,0,0,0,2,24,8,15,1,0
,Covington,41,0,,10,20,734,160,517,57,10
,Des Moines,121,1,9,59,52,"1,153",235,672,246,7
,Dupont,5,0,0,0,5,48,17,28,3,2
,Duvall,1,0,0,0,1,74,10,62,2,0
,East Wenatchee,15,0,1,4,10,373,45,312,16,2
,Eatonville,1,1,0,0,0,63,17,40,6,0
,Edgewood,24,0,3,4,17,212,85,117,10,0
,Edmonds,55,1,,12,34,"1,176",279,782,115,4
,Ellensburg,25,0,6,3,16,633,93,516,24,3
,Elma,9,0,2,1,6,123,37,79,7,0
,Enumclaw,18,0,5,2,11,361,62,263,36,0
,Ephrata,13,1,3,6,3,364,49,292,23,0
,Everett,364,2,,135,184,"6,947","1,198","4,660","1,089",18
,Everson,1,0,0,1,0,57,8,45,4,1
,Federal Way,360,4,71,135,150,"5,569",834,"3,887",848,13
,Ferndale,27,0,6,3,18,363,68,288,7,1
,Fife,105,0,11,16,78,664,117,436,111,1
,Fircrest,11,0,0,5,6,155,54,89,12,1
,Forks,18,0,4,2,12,78,23,53,2,2
,Gig Harbor,17,0,6,7,4,488,63,382,43,0
,Goldendale,6,0,0,0,6,138,34,97,7,0
,Grand Coulee,8,0,1,3,4,64,24,31,9,0
,Grandview,14,1,2,2,9,246,78,151,17,0
,Granger,2,0,0,1,1,54,9,36,9,0
,Ilwaco,1,0,0,0,1,15,2,9,4,0
,Issaquah,18,0,6,8,4,"1,079",70,920,89,2
,Kalama,2,0,0,0,2,36,7,28,1,0
,Kelso,32,0,9,3,20,670,107,517,46,4
,Kenmore,19,0,,4,11,302,92,177,33,0
,Kennewick,190,5,34,41,110,"2,419",465,"1,808",146,13
,Kent,360,3,65,160,132,"6,243","1,019","4,243",981,19
,Kettle Falls,0,0,0,0,0,35,9,20,6,0
,Kirkland,84,1,29,15,39,"2,017",271,"1,562",184,8
,Kittitas,3,0,1,0,2,12,3,9,0,1
,La Center,0,0,0,0,0,31,2,27,2,0
,Lacey,80,1,11,15,53,"1,404",215,"1,103",86,7
,Lake Forest Park,9,0,1,3,5,338,98,197,43,0
,Lake Stevens,50,0,24,4,22,779,127,576,76,4
,Lakewood,380,1,42,88,249,"2,465",644,"1,604",217,15
,Liberty Lake,4,0,0,2,2,139,25,110,4,0
,Long Beach,6,0,1,0,5,42,5,36,1,0
,Longview,133,0,31,27,75,"2,305",496,"1,669",140,16
,Lynden,8,0,3,1,4,140,17,120,3,0
,Lynnwood,100,0,,52,41,"2,554",287,"2,073",194,5
,Mabton,10,0,0,1,9,41,7,23,11,0
,Maple Valley,13,0,,0,12,366,88,255,23,3
,Marysville,112,4,,26,68,"2,785",454,"2,003",328,16
,Mattawa,4,0,1,0,3,30,2,16,12,0
,Medina,0,0,0,0,0,70,8,53,9,0
,Mercer Island,6,0,1,1,4,373,68,292,13,1
,Mill Creek,24,0,3,6,15,441,49,335,57,2
,Milton,18,0,0,5,13,188,34,134,20,0
,Monroe,62,0,4,11,47,698,64,563,71,6
,Montesano,5,0,1,0,4,73,14,55,4,0
,Morton,2,0,1,0,1,33,7,24,2,0
,Moses Lake,99,1,20,21,57,"1,456",281,"1,050",125,8
,Mossyrock,0,0,0,0,0,18,12,5,1,0
,Mountlake Terrace,40,1,3,18,18,709,138,438,133,1
,Mount Vernon,85,1,16,21,47,"1,505",223,"1,178",104,4
,Moxee,1,0,0,0,1,26,7,18,1,0
,Mukilteo,26,0,,8,13,546,105,382,59,0
,Napavine,1,0,1,0,0,32,4,23,5,0
,Newcastle,7,0,,5,2,343,81,216,46,1
,Normandy Park,6,1,0,1,4,135,34,92,9,0
,North Bend,12,1,1,5,5,252,33,207,12,1
,Oak Harbor,37,1,5,4,27,380,83,284,13,1
,Oakville,5,0,0,1,4,25,7,16,2,0
,Ocean Shores,7,0,1,2,4,130,35,88,7,2
,Odessa,0,0,0,0,0,0,0,0,0,0
,Olympia,198,0,19,47,132,"2,170",390,"1,629",151,10
,Omak,14,0,3,1,10,271,47,195,29,0
,Oroville,4,0,1,1,2,109,42,65,2,0
,Orting,8,1,2,1,4,182,34,134,14,3
,Othello,39,0,5,7,27,374,54,256,64,0
,Pacific,9,0,1,1,7,157,22,90,45,0
,Pasco,176,4,25,30,117,"1,481",306,"1,053",122,17
,Port Angeles,99,1,17,17,64,843,168,617,58,7
,Port Orchard,79,0,10,7,62,847,132,644,71,1
,Port Townsend,58,0,9,4,45,347,95,241,11,3
,Poulsbo,15,0,4,3,8,245,28,208,9,0
,Prosser,21,0,1,1,19,135,24,94,17,0
,Pullman,50,0,10,3,37,400,108,280,12,1
,Puyallup,109,0,22,45,42,"2,780",400,"2,097",283,11
,Quincy,28,0,2,2,24,390,144,221,25,2
,Raymond,3,0,2,0,1,60,15,42,3,0
,Reardan,0,0,0,0,0,6,1,5,0,0
,Redmond,30,1,7,8,14,"1,745",241,"1,422",82,2
,Renton,229,5,23,84,117,"5,207",734,"3,651",822,11
,Republic,2,0,1,0,1,13,2,9,2,1
,Richland,90,0,11,13,66,"1,209",169,991,49,5
,Ridgefield,4,0,1,0,3,59,2,54,3,0
,Ritzville,0,0,0,0,0,54,15,36,3,0
,Roy,0,0,0,0,0,7,1,5,1,0
,Royal City,6,0,1,3,2,34,4,21,9,0
,Ruston,5,0,4,0,1,21,6,12,3,0
,Sammamish,8,1,,1,3,386,131,232,23,6
,SeaTac,179,1,,87,61,"1,503",333,806,364,10
,Seattle,"4,001",26,154,"1,567","2,254","40,649","7,099","28,036","5,514",79
,Sedro Woolley,17,1,4,2,10,479,122,329,28,0
,Selah,2,0,1,1,0,91,18,68,5,0
,Sequim,8,0,0,2,6,368,59,300,9,1
,Shelton,39,0,8,9,22,815,159,618,38,2
,Shoreline,94,1,,33,34,"1,684",461,984,239,7
,Snohomish,24,0,4,6,14,567,88,419,60,1
,Snoqualmie,10,0,1,1,8,154,14,134,6,1
,South Bend,0,0,0,0,0,6,3,1,2,0
,Spokane,"1,156",10,,416,613,"18,062","3,365","12,455","2,242",56
,Spokane Valley,297,3,,86,170,"5,245","1,000","3,780",465,14
,Stanwood,14,0,,4,7,205,32,156,17,2
,Steilacoom,6,0,0,0,6,102,42,51,9,1
,Sultan,15,0,,3,9,167,39,110,18,0
,Sumas,1,0,1,0,0,29,7,21,1,0
,Sumner,39,0,2,14,23,593,120,391,82,0
,Sunnyside,21,0,1,6,14,457,74,329,54,3
,Tacoma,"1,625",12,134,510,969,"12,721","3,127","7,521","2,073",67
,Tenino,4,0,1,0,3,29,6,21,2,0
,Tieton,0,0,0,0,0,25,9,12,4,0
